က,k
အူချာပေါက်,ʔut͡ɕʰapeါkɛʔ
အူချာလည်,ʔut͡ɕʰali
အူချာလိုက်,ʔut͡ɕʰalokɛʔ
အူခြာ,ʔut͡ɕʰa
အူစင်း,ʔusɪɴ
အူစုံသည်းစုံ,ʔusoʊɴθisoʊɴ
အူတကြုတ်ကြုတ်ဖြစ်,ʔutət͡ɕoʊʔt͡ɕoʊʔpʰəjɪʔ
အူတက်,ʔutəkɛʔ
အူတို,ʔuto
အူတိုင်,ʔutaɪɴ
အူတုံဆင်း,ʔutoʊɴsʰɪɴ
အူတုန်သည်းတုန်ဖြစ်,ʔutoʊɴθitoʊɴpʰəjɪʔ
အူတူတူဖြစ်,ʔututupʰəjɪʔ
အူတွင်းချေးခါး,ʔutəwɪɴt͡ɕʰekʰəါး
အူထွက်,ʔutʰəwkɛʔ
အူနှိပ်,ʔun̥eɪʔ
အူနာ,ʔuna
အူနာခေါင်းသက်အကွဲအနာလွတ်,ʔunakʰeါɪɴθəkɛʔʔəkəwɛʔənalʊʔ
အူနာလိုက်,ʔunalokɛʔ
အူနီ,ʔuni
အူနု,ʔunu
အူပူလောင်ခြင်း,ʔupulaʊɴt͡ɕʰɪɴ
အူပေါက်,ʔupeါkɛʔ
အူမကြီး,ʔumət͡ɕi
အူမချေးခါး,ʔumət͡ɕʰekʰəါး
အူမတောင့်,ʔumətaʊɴ
အူမြူး,ʔuməju
အူယား,ʔuja
အူယားဖားယား,ʔujapʰaja
အူရဒူ,ʔujədu
အူရှည်,ʔuʃi
အူရိုင်း,ʔujaɪɴ
အူရောင်ငန်းဖျား,ʔujaʊɴŋaɴpʰəja
အူရွှင်,ʔujəwှɪɴ
အူလည်လည်,ʔulili
အူလည်လည်ဖြစ်,ʔulilipʰəjɪʔ
အူလန်သည်းလန်,ʔulaɴθilaɴ
အူလျှောက်နာ,ʔuləjှɔkɛʔna
အူလျှောက်ပိုး,ʔuləjှɔkɛʔpo
အူလှိုက်သည်းလှိုက်,ʔuɬokɛʔθiɬokɛʔ
အူဝဲ,ʔuwɛ
အူသည်းပြတ်မျှငိုကြွေး,ʔuθipəjaʔməjှŋot͡ɕəwe
အူသိမ်,ʔuθeɪɴ
အူသိမ်အူမ,ʔuθeɪɴʔum
အူဟောင်းလောင်းဖြစ်,ʔuhaʊɴlaʊɴpʰəjɪʔ
အူအတက်,ʔuʔətəkɛʔ
အူအတက်ပေါက်,ʔuʔətəkɛʔpeါkɛʔ
အူအိမ်,ʔuʔeɪɴ
အူအူသောင်းသောင်း,ʔuʔuθaʊɴθaʊɴ
အူအူသဲသဲ,ʔuʔuθɛθɛ
အေ,ʔe
အေ့,ʔe
အေ့ဟေ,ʔehe
အေး,ʔe
အေးကျင်း,ʔet͡ɕɪɴ
အေးချမ်း,ʔet͡ɕʰaɴ
အေးငြိမ်း,ʔed͡ʑeɪɴ
အေးစက်စက်,ʔesəkɛʔsəkɛʔ
အေးစိမ့်စိမ့်ဖြစ်,ʔeseɪɴseɪɴpʰəjɪʔ
အေးစိအေးစက်,ʔesiʔesəkɛʔ
အေးစေ,ʔese
အေးဆေး,ʔesʰe
အေးတိအေးစက်,ʔetiʔesəkɛʔ
အေးဓားပြ,ʔedapəj
အေးမြ,ʔeməj
အေးမြသာယာ,ʔeməjθaja
အေးမသာ,ʔeməθa
အေးမုန့်,ʔemoʊɴ
အေးအတူပူအမျှ,ʔeʔətupuʔəməjှ
အေးအေး,ʔeʔe
အေးအေးဆေးဆေး,ʔeʔesʰesʰe
အေးအေးလူလူ,ʔeʔelulu
အေးအေးသက်သာ,ʔeʔeθəkɛʔθa
အေ၍ခဲ,ʔe၍kʰɛ
အေဂျင်စီ,ʔed͡ʑɪɴsi
အေဒီ,ʔedi
အေဝး,ʔewəး
အေဝးကြည့်,ʔewəးt͡ɕi
အေဝးကြီး,ʔewəးt͡ɕi
အေဝးမြို့ဝန်,ʔewəးməjowaɴ
အေဝးမှုန်,ʔewəးm̥oʊɴ
အေဝးရောက်မင်း,ʔewəးjɔkɛʔmɪɴ
အေဝးအလံ,ʔewəးʔəlaɴ
အေဝရာ,ʔewəja
အော,ʔɔ
အော့,ʔɔ
အော့ကြောလန်,ʔɔt͡ɕɔlaɴ
အော့နှလုံးနာ,ʔɔn̥əloʊɴna
အော့နာကျ,ʔɔnat͡ɕ
အော့နာဝမ်းကျ,ʔɔnawaɴt͡ɕ
အော့အန်,ʔɔʔaɴ
အောက်,ʔɔkɛʔ
အောက်ကျ,ʔɔkɛʔt͡ɕ
အောက်ကျခံ,ʔɔkɛʔt͡ɕəkʰaɴ
အောက်ကျင်း,ʔɔkɛʔt͡ɕɪɴ
အောက်ကျနောက်ကျ,ʔɔkɛʔt͡ɕənɔkɛʔt͡ɕ
အောက်ကျို့,ʔɔkɛʔt͡ɕo
အောက်ကလိဆာ,ʔɔkɛʔkəlisʰa
အောက်ကလီအာ,ʔɔkɛʔkəliʔa
အောက်ခံ,ʔɔkɛʔkʰaɴ
အောက်ခံပင်,ʔɔkɛʔkʰaɴpɪɴ
အောက်ခင်း,ʔɔkɛʔkʰɪɴ
အောက်ချင်း,ʔɔkɛʔt͡ɕʰɪɴ
အောက်ချင်းငှက်,ʔɔkɛʔt͡ɕʰɪɴŋ̥əkɛʔ
အောက်ချင်းစာ,ʔɔkɛʔt͡ɕʰɪɴsa
အောက်ချင်းစာနီ,ʔɔkɛʔt͡ɕʰɪɴsani
အောက်ချင်းစာပင်,ʔɔkɛʔt͡ɕʰɪɴsapɪɴ
အောက်ချင်းရား,ʔɔkɛʔt͡ɕʰɪɴja
အောက်ခြေ,ʔɔkɛʔt͡ɕʰe
အောက်ခြေမှတ်ချက်,ʔɔkɛʔt͡ɕʰem̥aʔt͡ɕʰəkɛʔ
အောက်ခြေယိုင်,ʔɔkɛʔt͡ɕʰejaɪɴ
အောက်ခြေရှင်း,ʔɔkɛʔt͡ɕʰeʃɪɴ
အောက်ခြေလင်း,ʔɔkɛʔt͡ɕʰelɪɴ
အောက်ခြေလွတ်,ʔɔkɛʔt͡ɕʰelʊʔ
အောက်ခြေသိမ်း,ʔɔkɛʔt͡ɕʰeθeɪɴ
အောက်ခြေသိမ်းလုပ်,ʔɔkɛʔt͡ɕʰeθeɪɴloʊʔ
အောက်စော်နံ,ʔɔkɛʔsaʊʔnaɴ
အောက်ဆင့်,ʔɔkɛʔsʰɪɴ
အောက်ဆိုက်,ʔɔkɛʔsʰokɛʔ
အောက်ဆွယ်,ʔɔkɛʔsʰəwɛ
အောက်ဆွေစဉ်မျိုးဆက်,ʔɔkɛʔsʰəwesɪɴməjosʰəkɛʔ
အောက်ဆွဲ,ʔɔkɛʔsʰəwɛ
အောက်တန်း,ʔɔkɛʔtaɴ
အောက်တန်းကျ,ʔɔkɛʔtaɴt͡ɕ
အောက်တန်းစား,ʔɔkɛʔtaɴsa
အောက်တိုဘာ,ʔɔkɛʔtoba
အောက်တိုဘာလ,ʔɔkɛʔtobal
အောက်တောကျိုက်,ʔɔkɛʔtɔt͡ɕokɛʔ
အောက်တောက်တောက်,ʔɔkɛʔtɔkɛʔtɔkɛʔ
အောက်ထစ်,ʔɔkɛʔtʰɪʔ
အောက်ဒိုး,ʔɔkɛʔdo
အောက်နှိုက်,ʔɔkɛʔn̥okɛʔ
အောက်ပြည်,ʔɔkɛʔpəji
အောက်ပြန်,ʔɔkɛʔpəjaɴ
အောက်ပိုးကျိုက်,ʔɔkɛʔpot͡ɕokɛʔ
အောက်ပိုင်းသေရောဂါ,ʔɔkɛʔpaɪɴθejɔɡəါ
အောက်ပွဲ,ʔɔkɛʔpəwɛ
အောက်မြစ်,ʔɔkɛʔməjɪʔ
အောက်မြေ,ʔɔkɛʔməje
အောက်မြေခံ,ʔɔkɛʔməjekʰaɴ
အောက်မဝန်,ʔɔkɛʔməwaɴ
အောက်မား,ʔɔkɛʔma
အောက်မေ့,ʔɔkɛʔme
အောက်မေး,ʔɔkɛʔme
အောက်မဲ,ʔɔkɛʔmɛ
အောက်မဲညို,ʔɔkɛʔmɛɲo
အောက်ရှင်း,ʔɔkɛʔʃɪɴ
အောက်ရေပြန်,ʔɔkɛʔjepəjaɴ
အောက်ရေလှန်,ʔɔkɛʔjeɬaɴ
အောက်လက်ငယ်သား,ʔɔkɛʔləkɛʔŋɛθa
အောက်လင်းဓာတ်မီး,ʔɔkɛʔlɪɴdaaʔmi
အောက်လမ်း,ʔɔkɛʔlaɴ
အောက်လမ်းပညာ,ʔɔkɛʔlaɴpəɲa
အောက်လျှိုး,ʔɔkɛʔləjှo
အောက်လူ,ʔɔkɛʔlu
အောက်လွှတ်တော်,ʔɔkɛʔləwှaʔtaʊʔ
အောက်ဝါ,ʔɔkɛʔwəါ
အောက်သံ,ʔɔkɛʔθaɴ
အောက်သက်ကျေ,ʔɔkɛʔθəkɛʔt͡ɕe
အောက်သား,ʔɔkɛʔθa
အောက်သိုးသိုး,ʔɔkɛʔθoθo
အောက်သူ,ʔɔkɛʔθu
အောက်အ,ʔɔkɛʔʔ
အောက်အစ်,ʔɔkɛʔʔɪʔ
အောက်အပြင်,ʔɔkɛʔʔəpəjɪɴ
အောက်အိမ်,ʔɔkɛʔʔeɪɴ
အောက်အောက်သက်သက်,ʔɔkɛʔʔɔkɛʔθəkɛʔθəkɛʔ
အောချ,ʔɔt͡ɕʰ
အောင့်,ʔaʊɴ
အောင့်၍နေ,ʔaʊɴ၍ne
အောင့်ခံ,ʔaʊɴkʰaɴ
အောင့်ခနဲ,ʔaʊɴkʰənɛ
အောင့်ဆောင့်,ʔaʊɴsʰaʊɴ
အောင့်တီးအောင့်တောင့်,ʔaʊɴtiʔaʊɴtaʊɴ
အောင့်တောက်,ʔaʊɴtɔkɛʔ
အောင့်သက်,ʔaʊɴθəkɛʔ
အောင့်သက်သက်,ʔaʊɴθəkɛʔθəkɛʔ
အောင့်သိုးသိုး,ʔaʊɴθoθo
အောင့်အည်း,ʔaʊɴʔi
အောင့်အည်းသည်းခံ,ʔaʊɴʔiθikʰaɴ
အောင်,ʔaʊɴ
အောင်း,ʔaʊɴ
အောင်းကလေး,ʔaʊɴkəle
အောင်းဆင်,ʔaʊɴsʰɪɴ
အောင်းဖော်အောင်းဘက်,ʔaʊɴpʰaʊʔʔaʊɴbəkɛʔ
အောင်းမ,ʔaʊɴm
အောင်းမေ့,ʔaʊɴme
အောင်းလှံ,ʔaʊɴɬaɴ
အောင်ချက်,ʔaʊɴt͡ɕʰəkɛʔ
အောင်ချည်,ʔaʊɴt͡ɕʰi
အောင်ခြင်းရှစ်ပါး,ʔaʊɴt͡ɕʰɪɴʃɪʔpəါး
အောင်ခြာ,ʔaʊɴt͡ɕʰa
အောင်စ,ʔaʊɴs
အောင်စည်အောင်မောင်း,ʔaʊɴsiʔaʊɴmaʊɴ
အောင်စာ,ʔaʊɴsa
အောင်စာရင်း,ʔaʊɴsajɪɴ
အောင်ဆို,ʔaʊɴsʰo
အောင်ဆီဂျင်,ʔaʊɴsʰid͡ʑɪɴ
အောင်ဆု,ʔaʊɴsʰu
အောင်ဇေယျတု,ʔaʊɴzejəjtu
အောင်ထူ,ʔaʊɴtʰu
အောင်ပန်း,ʔaʊɴpaɴ
အောင်ပြန်ထူ,ʔaʊɴpəjaɴtʰu
အောင်ပွဲ,ʔaʊɴpəwɛ
အောင်ပွဲခံ,ʔaʊɴpəwɛkʰaɴ
အောင်ပွဲရ,ʔaʊɴpəwɛj
အောင်ဗလမုန့်,ʔaʊɴbələmoʊɴ
အောင်ဘာလေ,ʔaʊɴbale
အောင်မယ်,ʔaʊɴmɛ
အောင်မယ်မင်း,ʔaʊɴmɛmɪɴ
အောင်မယ်လေး,ʔaʊɴmɛle
အောင်မြင်,ʔaʊɴməjɪɴ
အောင်မြေ,ʔaʊɴməje
အောင်မြေနင်း,ʔaʊɴməjenɪɴ
အောင်မှတ်,ʔaʊɴm̥aʔ
အောင်မာ,ʔaʊɴma
အောင်မဲညို,ʔaʊɴmɛɲo
အောင်မဲညိုပင်,ʔaʊɴmɛɲopɪɴ
အောင်မဲဖြူ,ʔaʊɴmɛpʰəju
အောင်ရေ,ʔaʊɴje
အောင်လံ,ʔaʊɴlaɴ
အောင်လက်မှတ်,ʔaʊɴləkɛʔm̥aʔ
အောင်လှိုင်,ʔaʊɴɬaɪɴ
အောင်သည်,ʔaʊɴθi
အောင်သပြေ,ʔaʊɴθəpəje
အောင်သူ,ʔaʊɴθu
အောင်သေအောင်သား,ʔaʊɴθeʔaʊɴθa
အောင်သွယ်,ʔaʊɴθəwɛ
အောစောက်ချ,ʔɔsɔkɛʔt͡ɕʰ
အောတိုက်,ʔɔtokɛʔ
အောရော,ʔɔjɔ
အောဝဏိကဒုက္ခ,ʔɔwənikədukə္kʰ
အောအော,ʔɔʔɔ
အော်,ʔaʊʔ
အော်ကျယ်ဟစ်ကျယ်,ʔaʊʔt͡ɕɛhɪʔt͡ɕɛ
အော်ကျယ်အော်ကျယ်,ʔaʊʔt͡ɕɛʔaʊʔt͡ɕɛ
အော်ကြီးဟစ်ကျယ်,ʔaʊʔt͡ɕihɪʔt͡ɕɛ
အော်ဂလီ,ʔaʊʔɡəli
အော်ဂလီဆန်,ʔaʊʔɡəlisʰaɴ
အော်ငေါက်,ʔaʊʔŋeါkɛʔ
အော်တို,ʔaʊʔto
အော်တိုကရေစီ,ʔaʊʔtokəjesi
အော်တိုမက်တစ်,ʔaʊʔtoməkɛʔtɪʔ
အော်ဒါ,ʔaʊʔdəါ
အော်ဒါလိုက်,ʔaʊʔdəါlokɛʔ
အော်ဒီကလုံး,ʔaʊʔdikəloʊɴ
အော်ပရာ,ʔaʊʔpəja
အော်ပရေတာ,ʔaʊʔpəjeta
အော်ပွဲ,ʔaʊʔpəwɛ
အော်မြည်,ʔaʊʔməji
အော်ရော,ʔaʊʔjɔ
အော်ရောငှက်,ʔaʊʔjɔŋ̥əkɛʔ
အော်လံ,ʔaʊʔlaɴ
အော်လန်,ʔaʊʔlaɴ
အော်လီဂန်း,ʔaʊʔliɡaɴ
အော်လဲ,ʔaʊʔlɛ
အော်လဲနတ်သတ်,ʔaʊʔlɛnaʔθaʔ
အော်လဲနတ်သတ်ပင်,ʔaʊʔlɛnaʔθaʔpɪɴ
အော်သံ,ʔaʊʔθaɴ
အော်ဟစ်,ʔaʊʔhɪʔ
အော်အမ်း,ʔaʊʔʔaɴ
အဲ,ʔɛ
အဲ့,ʔɛ
အဲ့တဲ့တဲ့,ʔɛtɛtɛ
အဲချင်း,ʔɛt͡ɕʰɪɴ
အဲခိုး,ʔɛkʰo
အဲခိုးသံ,ʔɛkʰoθaɴ
အဲဆို,ʔɛsʰo
အဲထူး,ʔɛtʰu
အဲဒီ,ʔɛdi
အဲမောင်,ʔɛmaʊɴ
အဲမောင်း,ʔɛmaʊɴ
အဲသည်,ʔɛθi
အဲသည်တော့,ʔɛθitɔ
အဲသည်လို,ʔɛθilo
အဲသည်လောက်,ʔɛθilɔkɛʔ
အဲဟိ,ʔɛhi
အဲအန်,ʔɛʔaɴ
အဲအဲ,ʔɛʔɛ
အွတ်ခနဲ,ʔʊʔkʰənɛ
ဣ,ʔi
ဣစ္ဆာသယ,ʔisə္sʰaθəj
ဣစ်,ʔiɪʔ
ဣဋ္ဌာရုံ,ʔitə္tʰajoʊɴ
ဣဋ်,ʔitɛʔ
ဣဌံဘူတလက္ခဏာ,ʔitʰaɴbutələkə္kʰəna
ဣဌာရုံ,ʔitʰajoʊɴ
ဣတ္တိရတ်,ʔitə္tijaʔ
ဣတ္တိရတ်လိုက်,ʔitə္tijaʔlokɛʔ
ဣတ္တိလိင်,ʔitə္tiliɪɴ
ဣတ္ထိယ,ʔitə္tʰij
ဣတ္ထိလိင်,ʔitə္tʰiliɪɴ
ဣတ်,ʔiaʔ
ဣဒ္ဓိပါဒ်,ʔidə္dipəါdɛʔ
ဣဒ္ဓိပါဒ်ပြ,ʔidə္dipəါdɛʔpəj
ဣဒ္မိပါဒ်,ʔidə္mipəါdɛʔ
ဣဒ်,ʔidɛʔ
ဣန္ဒဒေဝါ,ʔinə္dədewəါ
ဣန္ဒနံ,ʔinə္dənaɴ
ဣန္ဒနီလာ,ʔinə္dənila
ဣန္ဒြိယမဟာတုလတာရာဘွဲ့,ʔinə္dəjijəməhatulətajabəwɛ
ဣန္ဒြိယမဟာယရဌသဟာရဘွဲ့,ʔinə္dəjijəməhajəjətʰəθəhajəbəwɛ
ဣန္ဒြိယသံဝရသီလ,ʔinə္dəjijəθaɴwəjəθil
ဣန္ဒြေ,ʔinə္dəje
ဣန္ဒြေကြီး,ʔinə္dəjet͡ɕi
ဣန္ဒြေချုပ်,ʔinə္dəjet͡ɕʰoʊʔ
ဣန္ဒြေစောင့်,ʔinə္dəjesaʊɴ
ဣန္ဒြေဆည်,ʔinə္dəjesʰi
ဣန္ဒြေဆောင်,ʔinə္dəjesʰaʊɴ
ဣန္ဒြေပျက်,ʔinə္dəjepəjkɛʔ
ဣန္ဒြေမဲ့,ʔinə္dəjemɛ
ဣန္ဒြေရ,ʔinə္dəjej
ဣန္ဒြေရှင်,ʔinə္dəjeʃɪɴ
ဣန္ဒြေရှိ,ʔinə္dəjeʃi
ဣန္ဒြေလုပ်,ʔinə္dəjeloʊʔ
ဣန္ဒြေသည်,ʔinə္dəjeθi
ဣန္ဒြေသမ္ပတ္တိ,ʔinə္dəjeθəmə္pətə္ti
ဣန္ဒြေသိမ်းဆည်း,ʔinə္dəjeθeɪɴsʰi
ဣန္ဒာ,ʔinə္da
ဣန်,ʔiaɴ
ဣရိယာပုတ်,ʔijijapoʊʔ
ဣသျှူ,ʔiθəjှu
ဣသ်,ʔiθɛʔ
ဣဿ,ʔiဿ
ဣဿရ,ʔiဿj
ဣဿရမူလိ,ʔiဿjəmuli
ဣဿရမူလီ,ʔiဿjəmuli
ဣဿရမူလီပင်,ʔiဿjəmulipɪɴ
ဣဿရိယ,ʔiဿjij
ဣဿာမစ္ဆရိယ,ʔiဿaməsə္sʰəjij
ဣဿိ,ʔiဿi
ဤ,ʔi
ဤမည်,ʔimi
ဤမည်သို့,ʔimiθo
ဤရွေ့ဤမျှ,ʔijəweʔiməjှ
ဤသို့,ʔiθo
ဥ,ʔu
ဥကင်,ʔukɪɴ
ဥကင်ဖွင့်,ʔukɪɴpʰəwɪɴ
ဥကျည်,ʔut͡ɕi
ဥက္ကဋ္ဌ,ʔukə္kətə္tʰ
ဥက္ကဌ,ʔukə္kətʰ
ဥက္ကာ,ʔukə္ka
ဥက္ကာခဲ,ʔukə္kakʰɛ
ဥက္ကာပျံ,ʔukə္kapəjaɴ
ဥက္ကောဋေယျ,ʔukə္kɔtejəj
ဥက္ခောင်း,ʔukə္kʰaʊɴ
ဥက်,ʔukɛʔ
ဥချိုး,ʔut͡ɕʰo
ဥချိုးငှက်,ʔut͡ɕʰoŋ̥əkɛʔ
ဥစိမ်း,ʔuseɪɴ
ဥစ္စရံဝါ,ʔusə္səjaɴwəါ
ဥစ္စရပ်,ʔusə္səjaʔ
ဥစ္စာ,ʔusə္sa
ဥစ္စာဂုဏ်တက်,ʔusə္saɡunɛʔtəkɛʔ
ဥစ္စာစောင့်,ʔusə္sasaʊɴ
ဥစ္စာပစ္စည်း,ʔusə္sapəsə္si
ဥစ္စာပစ္စည်းစာရင်း,ʔusə္sapəsə္sisajɪɴ
ဥစ္စာရင်,ʔusə္sajɪɴ
ဥစ္စာရှင်,ʔusə္saʃɪɴ
ဥစ္စာရူး,ʔusə္saju
ဥစ္ဆေဒဒိဋ္ဌိ,ʔusə္sʰedəditə္tʰi
ဥစ်,ʔuɪʔ
ဥဏှဂူ,ʔunəှɡu
ဥဏှတေဇော,ʔunəှtezɔ
ဥဏှဥတု,ʔunəှʔutu
ဥဏ္ဏလုံ,ʔunə္nəloʊɴ
ဥဏ္ဏလုံမွေးရှင်,ʔunə္nəloʊɴməweʃɪɴ
ဥဏ်,ʔunɛʔ
ဥတင်း,ʔutɪɴ
ဥတစ်လုံးတစ်ကောင်ကြွက်,ʔutɪʔloʊɴtɪʔkaʊɴt͡ɕəwkɛʔ
ဥတလုံး,ʔutəloʊɴ
ဥတု,ʔutu
ဥတုဇရုပ်,ʔutuzəjoʊʔ
ဥတုပြန်,ʔutupəjaɴ
ဥတုဖြောင့်,ʔutupʰəjaʊɴ
ဥတုဘောဇနကျမ်း,ʔutubɔzənət͡ɕaɴ
ဥတုမှန်,ʔutum̥aɴ
ဥတဲ,ʔutɛ
ဥတ္တမ,ʔutə္təm
ဥတ္တရ,ʔutə္təj
ဥတ္တရကုရု,ʔutə္təjəkuju
ဥတ္တရဖလဂုနီ,ʔutə္təjəpʰələɡuni
ဥတ္တရဖလဂုနီနက္ခတ်,ʔutə္təjəpʰələɡuninəkə္kʰaʔ
ဥတ္တရဘဒြပိုဒ်,ʔutə္təjəbədəjpodɛʔ
ဥတ္တရဘဒြပိုဒ်နက္ခတ်,ʔutə္təjəbədəjpodɛʔnəkə္kʰaʔ
ဥတ္တရယဉ်,ʔutə္təjəjɪɴ
ဥတ္တရယဉ်စွန်းတန်း,ʔutə္təjəjɪɴsʊɴtaɴ
ဥတ္တရယဉ်အစွန်း,ʔutə္təjəjɪɴʔəsʊɴ
ဥတ္တရာသာဠ်,ʔutə္təjaθalɛʔ
ဥတ္တရာသာဠ်နက္ခတ်,ʔutə္təjaθalɛʔnəkə္kʰaʔ
ဥတ်,ʔuaʔ
ဥဒည်း,ʔudi
ဥဒည်းတောင်,ʔuditaʊɴ
ဥဒည်ဘွား,ʔudibəwa
ဥဒဟို,ʔudəho
ဥဒါန်း,ʔudəါaɴ
ဥဒါန်းကျူး,ʔudəါaɴt͡ɕu
ဥဒါန်းစကား,ʔudəါaɴsəka
ဥဒါန်းတွင်,ʔudəါaɴtəwɪɴ
ဥဒါန်းမကျေ,ʔudəါaɴmət͡ɕe
ဥဒါရတာဂုဏ်,ʔudəါjətaɡunɛʔ
ဥဒါဟရုဏ်,ʔudəါhəjunɛʔ
ဥဒေါင်း,ʔudeါɪɴ
ဥဒေါင်းမြီးကွက်,ʔudeါɪɴməjikəwkɛʔ
ဥဒေါင်းမြီးစည်း,ʔudeါɪɴməjisi
ဥဒေါင်းမြီးမျက်,ʔudeါɪɴməjiməjkɛʔ
ဥဒေါင်းမြီးမြတ်,ʔudeါɪɴməjiməjaʔ
ဥဒ္ဒိဿစေတီ,ʔudə္diဿseti
ဥဒ္ဒေသ,ʔudə္deθ
ဥဒ္ဓစ္စ,ʔudə္dəsə္s
ဥဒ္ဓိဿ,ʔudə္diဿ
ဥနှဲ,ʔun̥ɛ
ဥနှဲပင်,ʔun̥ɛpɪɴ
ဥပက,ʔupək
ဥပကာရ,ʔupəkaj
ဥပစာ,ʔupəsa
ဥပစာခွန်,ʔupəsakʰʊɴ
ဥပစ္ဆေဒကကံ,ʔupəsə္sʰedəkəkaɴ
ဥပစ္ဈာယ်ဆရာ,ʔupəsə္zaɛsʰəja
ဥပဇ္ဈာယ်,ʔupəzə္zaɛ
ဥပဇ္ဈာယ်ဆရာ,ʔupəzə္zaɛsʰəja
ဥပဋ္ဌါက,ʔupətə္tʰəါk
ဥပတ္ထမ႓က,ʔupətə္tʰəmə႓k
ဥပဒီ,ʔupədi
ဥပဒေ,ʔupəde
ဥပဒေကြမ်း,ʔupədet͡ɕaɴ
ဥပဒေတည်,ʔupədeti
ဥပဒေထား,ʔupədetʰa
ဥပဒေထုတ်,ʔupədetʰoʊʔ
ဥပဒေပြု,ʔupədepəju
ဥပဒေပြုလွှတ်တော်,ʔupədepəjuləwှaʔtaʊʔ
ဥပဒေပေး,ʔupədepe
ဥပဒေပေါင်းချုပ်,ʔupədepeါɪɴt͡ɕʰoʊʔ
ဥပဒေသ,ʔupədeθ
ဥပဒ္ဒေဝါ,ʔupədə္dewəါ
ဥပဒ္ဒေဝေါ,ʔupədə္deweါ
ဥပဒ်,ʔupədɛʔ
ဥပဒ်ဘေး,ʔupədɛʔbe
ဥပဓိရုပ်,ʔupədijoʊʔ
ဥပန်း,ʔupaɴ
ဥပန်းသား,ʔupaɴθa
ဥပပတ်,ʔupəpaʔ
ဥပပတ်နတ်,ʔupəpaʔnaʔ
ဥပပါတ်,ʔupəpəါaʔ
ဥပမည်း,ʔupəmi
ဥပမာ,ʔupəma
ဥပမာဇောတက,ʔupəmazɔtək
ဥပမာန,ʔupəman
ဥပမာအလင်္ကာ,ʔupəmaʔəlɪɴ္ka
ဥပမာဥပမည်း,ʔupəmaʔupəmi
ဥပမေယျ,ʔupəmejəj
ဥပရာ,ʔupəja
ဥပရာဇာ,ʔupəjaza
ဥပြုံး,ʔupəjoʊɴ
ဥပသမ္ပဒကံ,ʔupəθəmə္pədəkaɴ
ဥပသမ္ပဒါ,ʔupəθəmə္pədəါ
ဥပသမ္ပဒါန်,ʔupəθəmə္pədəါaɴ
ဥပသာရ,ʔupəθaj
ဥပါ,ʔupəါ
ဥပါကြယ်,ʔupəါt͡ɕɛ
ဥပါတ်,ʔupəါaʔ
ဥပါဒက္ခဏ,ʔupəါdəkə္kʰən
ဥပါဒန်,ʔupəါdaɴ
ဥပါဒန်ကပ်,ʔupəါdaɴkaʔ
ဥပါဒါန်,ʔupəါdəါaɴ
ဥပါဒ်,ʔupəါdɛʔ
ဥပါဒ်ဌီဘင်,ʔupəါdɛʔtʰibɪɴ
ဥပါပျံ,ʔupəါpəjaɴ
ဥပါယ်,ʔupəါɛ
ဥပါယ်ခို,ʔupəါɛkʰo
ဥပါယ်တံမျဉ်,ʔupəါɛtaɴməjɪɴ
ဥပါယ်ပြု,ʔupəါɛpəju
ဥပါသကာ,ʔupəါθəka
ဥပါသကီ,ʔupəါθəki
ဥပါသမ္ပဒါ,ʔupəါθəmə္pədəါ
ဥပါသိကာ,ʔupəါθika
ဥပုသ်,ʔupuθɛʔ
ဥပုသ်ကျိုး,ʔupuθɛʔt͡ɕo
ဥပုသ်ကြီးဝင်,ʔupuθɛʔt͡ɕiwɪɴ
ဥပုသ်စောင့်,ʔupuθɛʔsaʊɴ
ဥပုသ်ဆောင်ဝင်,ʔupuθɛʔsʰaʊɴwɪɴ
ဥပုသ်တော်ဆင်,ʔupuθɛʔtaʊʔsʰɪɴ
ဥပုသ်ထွက်,ʔupuθɛʔtʰəwkɛʔ
ဥပုသ်နေ့,ʔupuθɛʔne
ဥပုသ်ပြု,ʔupuθɛʔpəju
ဥပုသ်သည်,ʔupuθɛʔθi
ဥပုသ်သီတင်း,ʔupuθɛʔθitɪɴ
ဥပုသ်သုံး,ʔupuθɛʔθoʊɴ
ဥပေက္ခာ,ʔupekə္kʰa
ဥပေက္ခာပြု,ʔupekə္kʰapəju
ဥပေါသတ,ʔupeါθət
ဥပေါသထသီလ,ʔupeါθətʰəθil
ဥပ္ပာတ်ပျံ,ʔupə္paaʔpəjaɴ
ဥပ္ပါတ်ပျံ,ʔupə္pəါaʔpəjaɴ
ဥဖောက်စက်,ʔupʰɔkɛʔsəkɛʔ
ဥဖောင်း,ʔupʰaʊɴ
ဥဖောင်းကြွ,ʔupʰaʊɴt͡ɕəw
ဥဖောင်းမှုတ်,ʔupʰaʊɴm̥oʊʔ
ဥဗျိုင်း,ʔubəjaɪɴ
ဥဗျိုင်းတာရာ,ʔubəjaɪɴtaja
ဥဘတောဗျည်း,ʔubətɔbəji
ဥဘာ,ʔuba
ဥဘုတ်,ʔuboʊʔ
ဥဘုတ်ငှက်,ʔuboʊʔŋ̥əkɛʔ
ဥမကွဲသိုက်မပျက်,ʔuməkəwɛθokɛʔməpəjkɛʔ
ဥမင်,ʔumɪɴ
ဥမင်း,ʔumɪɴ
ဥမင်လိုဏ်ခေါင်း,ʔumɪɴlonɛʔkʰeါɪɴ
